timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW
2024-05-03 04:53:00,123.3,25.0,474536.0,63.6,60.8,52.2,51.4,261.0,263.0,449.0,415.0,50.0,1841.6
2024-05-03 04:54:00,122.5,20.55,476223.0,64.1,62.8,51.7,53.9,242.0,252.0,432.0,430.0,50.0,1917.2
2024-05-03 04:55:00,121.3,21.17,476147.0,64.3,60.5,54.7,52.4,229.0,262.0,434.0,449.0,49.98,1910.3
2024-05-03 04:56:00,121.1,19.38,492912.0,66.0,65.1,53.3,50.6,253.0,252.0,450.0,438.0,50.0,1932.8
2024-05-03 04:57:00,122.8,21.8,481149.0,63.8,61.7,54.0,53.4,251.0,251.0,440.0,447.0,49.51,1904.5
2024-05-03 04:58:00,120.8,25.49,482011.0,62.3,63.1,50.8,50.5,235.0,265.0,443.0,437.0,50.0,1867.9
2024-05-03 04:59:00,120.8,24.34,482545.0,61.4,57.9,52.6,52.1,236.0,262.0,453.0,451.0,49.92,1805.0
2024-05-03 05:00:00,123.0,25.49,483180.0,62.2,61.9,49.9,50.4,258.0,270.0,430.0,431.0,49.96,1820.2
2024-05-03 05:01:00,122.3,24.35,477668.0,65.4,61.7,50.5,49.0,226.0,245.0,450.0,436.0,50.0,1881.8
2024-05-03 05:02:00,123.8,20.28,475817.0,59.6,64.3,52.6,51.7,253.0,237.0,434.0,438.0,50.0,1865.9
2024-05-03 05:03:00,121.8,22.21,479769.0,60.8,63.5,50.2,54.4,243.0,233.0,412.0,430.0,49.46,1898.9
2024-05-03 05:04:00,121.5,21.09,487741.0,62.0,64.4,50.4,54.2,253.0,235.0,425.0,440.0,49.59,1905.2
2024-05-03 05:05:00,123.0,26.36,487548.0,60.7,63.3,52.8,53.4,259.0,255.0,428.0,434.0,49.92,1871.3
2024-05-03 05:06:00,121.2,20.04,476666.0,61.6,64.9,50.4,53.4,236.0,279.0,455.0,443.0,50.0,1875.9
2024-05-03 05:07:00,121.4,25.27,484783.0,66.0,63.2,53.9,53.5,233.0,265.0,437.0,442.0,50.0,1951.9
2024-05-03 05:08:00,121.4,25.27,477135.0,61.8,59.6,51.5,51.5,264.0,245.0,435.0,430.0,49.72,1817.9
2024-05-03 05:09:00,122.0,27.61,479014.0,63.2,62.2,51.6,49.5,246.0,256.0,457.0,445.0,49.78,1844.2
2024-05-03 05:10:00,125.0,22.01,475006.0,59.1,62.3,52.4,52.3,251.0,240.0,430.0,442.0,49.75,1855.1
2024-05-03 05:11:00,120.3,24.81,477392.0,60.2,55.9,51.7,53.8,258.0,241.0,434.0,432.0,49.8,1799.2
2024-05-03 05:12:00,124.3,28.73,489626.0,64.3,60.4,52.5,53.7,235.0,234.0,439.0,449.0,50.0,1904.8
2024-05-03 05:13:00,123.4,21.48,479686.0,65.7,66.5,50.1,52.4,258.0,235.0,438.0,440.0,50.0,1955.6
2024-05-03 05:14:00,124.7,19.19,480079.0,62.8,61.8,46.5,52.6,254.0,253.0,443.0,452.0,50.0,1820.2
2024-05-03 05:15:00,127.0,18.33,467470.0,61.8,62.2,49.1,49.1,264.0,264.0,446.0,456.0,50.0,1790.1
2024-05-03 05:16:00,124.4,24.81,476624.0,63.4,58.0,51.0,55.1,264.0,259.0,429.0,426.0,50.0,1848.6
2024-05-03 05:17:00,123.7,18.32,477218.0,57.2,59.7,52.9,51.7,247.0,264.0,417.0,459.0,49.61,1776.6
2024-05-03 05:18:00,120.3,22.09,472566.0,62.8,63.3,56.3,47.7,256.0,256.0,444.0,446.0,50.0,1864.1
2024-05-03 05:19:00,120.5,24.11,479423.0,60.3,61.4,50.8,51.7,247.0,246.0,417.0,443.0,50.0,1843.8
2024-05-03 05:20:00,122.8,23.48,475866.0,64.0,60.1,50.6,52.1,248.0,240.0,443.0,431.0,50.0,1864.4
2024-05-03 05:21:00,119.7,24.08,479990.0,58.0,65.0,52.6,53.0,233.0,254.0,448.0,443.0,49.58,1875.9
2024-05-03 05:22:00,123.2,23.57,480372.0,61.1,61.0,52.4,51.8,244.0,227.0,453.0,412.0,49.93,1874.2
2024-05-03 05:23:00,119.0,26.21,471803.0,62.3,59.8,52.4,50.8,225.0,239.0,437.0,426.0,50.0,1865.0
2024-05-03 05:24:00,124.0,20.64,476310.0,60.8,62.4,51.4,50.9,245.0,237.0,463.0,417.0,49.91,1864.9
2024-05-03 05:25:00,121.7,21.32,480168.0,61.6,60.7,48.0,51.9,263.0,262.0,422.0,437.0,50.0,1799.5
2024-05-03 05:26:00,122.4,21.08,489073.0,64.2,60.7,52.3,51.6,256.0,230.0,457.0,455.0,49.86,1865.2
2024-05-03 05:27:00,121.1,25.09,481702.0,62.3,62.2,51.8,55.9,248.0,258.0,430.0,442.0,50.0,1896.5
2024-05-03 05:28:00,119.3,25.26,474402.0,60.5,61.1,48.8,51.3,244.0,251.0,440.0,446.0,50.0,1802.4
2024-05-03 05:29:00,124.0,24.14,482939.0,64.2,59.0,53.1,50.4,240.0,252.0,441.0,436.0,50.0,1861.4
2024-05-03 05:30:00,124.2,25.97,493456.0,62.8,63.5,53.4,54.1,236.0,241.0,455.0,439.0,50.0,1933.0
2024-05-03 05:31:00,121.6,20.07,487179.0,62.9,64.1,53.1,51.9,257.0,229.0,426.0,418.0,50.0,1926.6
2024-05-03 05:32:00,123.2,27.18,484274.0,60.5,61.8,51.1,53.8,228.0,253.0,465.0,452.0,50.0,1859.6
2024-05-03 05:33:00,121.6,26.82,485748.0,57.2,63.6,52.4,51.8,228.0,257.0,413.0,445.0,50.0,1844.8
2024-05-03 05:34:00,122.6,24.85,491512.0,60.5,61.6,50.1,53.4,258.0,253.0,438.0,449.0,50.0,1826.5
2024-05-03 05:35:00,123.3,27.46,488646.0,60.3,58.5,49.2,54.5,249.0,245.0,446.0,443.0,50.0,1803.4
2024-05-03 05:36:00,123.0,18.87,484624.0,61.1,64.1,51.7,54.8,247.0,233.0,452.0,434.0,50.0,1908.4
2024-05-03 05:37:00,124.1,21.7,488687.0,60.6,62.1,48.9,53.5,249.0,239.0,422.0,445.0,50.0,1841.3
2024-05-03 05:38:00,122.9,21.17,471533.0,62.5,62.6,51.7,47.8,271.0,252.0,416.0,436.0,49.7,1821.7
2024-05-03 05:39:00,122.1,24.81,468217.0,64.1,62.1,51.8,48.9,248.0,237.0,455.0,438.0,50.0,1863.4
2024-05-03 05:40:00,121.0,20.38,481540.0,64.5,61.9,50.3,52.5,250.0,235.0,442.0,453.0,50.0,1885.9
2024-05-03 05:41:00,121.4,24.9,480881.0,64.0,62.6,55.8,49.0,272.0,229.0,416.0,451.0,49.82,1909.7
2024-05-03 05:42:00,123.3,26.43,476028.0,60.5,62.6,50.7,49.8,246.0,253.0,433.0,434.0,49.59,1829.7
2024-05-03 05:43:00,119.8,24.74,487034.0,62.4,64.8,52.4,53.7,268.0,253.0,430.0,444.0,49.65,1907.9
2024-05-03 05:44:00,123.7,23.71,465572.0,65.4,63.2,51.5,50.6,222.0,261.0,453.0,452.0,50.0,1911.4
2024-05-03 05:45:00,121.6,20.53,476245.0,59.1,64.6,53.8,50.8,233.0,221.0,435.0,422.0,49.97,1915.6
2024-05-03 05:46:00,120.8,20.89,476691.0,65.0,65.3,51.3,51.1,239.0,261.0,437.0,441.0,49.72,1917.2
2024-05-03 05:47:00,120.4,26.13,467528.0,60.3,59.1,49.4,54.4,254.0,260.0,436.0,441.0,50.0,1801.8
2024-05-03 05:48:00,123.0,24.95,492624.0,62.9,64.8,52.8,54.5,268.0,261.0,459.0,419.0,50.0,1906.8
2024-05-03 05:49:00,122.0,22.9,469840.0,63.1,63.6,48.9,56.6,240.0,248.0,450.0,428.0,50.0,1915.7
2024-05-03 05:50:00,124.4,21.96,476054.0,62.7,63.2,50.2,53.6,259.0,250.0,448.0,425.0,50.0,1876.8
2024-05-03 05:51:00,120.1,18.0,488072.0,66.7,64.2,50.9,55.1,274.0,250.0,442.0,438.0,50.0,1937.6
2024-05-03 05:52:00,121.1,20.32,486023.0,61.7,61.7,51.0,50.5,266.0,236.0,442.0,442.0,50.0,1829.6
2024-05-03 05:53:00,121.9,27.78,472036.0,59.0,63.5,51.2,49.1,242.0,236.0,429.0,422.0,49.38,1832.8
2024-05-03 05:54:00,120.9,19.8,486409.0,63.0,60.1,51.1,53.1,257.0,250.0,450.0,431.0,49.98,1848.1
2024-05-03 05:55:00,122.0,23.47,483314.0,61.9,59.4,52.2,51.5,251.0,244.0,435.0,437.0,50.0,1848.9
2024-05-03 05:56:00,122.4,25.52,499707.0,63.4,63.3,50.6,55.3,239.0,256.0,424.0,462.0,50.0,1904.3
2024-05-03 05:57:00,122.7,19.86,484320.0,64.0,62.1,52.8,51.2,252.0,243.0,438.0,433.0,50.0,1898.5
2024-05-03 05:58:00,124.2,23.46,480005.0,62.2,62.2,50.2,50.7,241.0,229.0,440.0,439.0,50.0,1861.0
2024-05-03 05:59:00,120.0,25.34,474330.0,63.1,60.6,49.4,51.3,248.0,230.0,456.0,443.0,49.66,1840.0
2024-05-03 06:00:00,122.4,23.03,475274.0,62.5,63.0,49.7,51.8,230.0,238.0,450.0,460.0,50.0,1884.8
2024-05-03 06:01:00,121.0,30.17,474668.0,65.8,61.4,51.1,52.0,226.0,256.0,428.0,441.0,50.0,1920.0
2024-05-03 06:02:00,122.6,18.83,492289.0,61.5,62.1,53.9,52.2,244.0,241.0,452.0,461.0,50.0,1891.0
2024-05-03 06:03:00,122.6,25.65,481510.0,60.9,61.3,51.9,54.6,251.0,251.0,408.0,421.0,49.6,1875.3
2024-05-03 06:04:00,120.4,22.57,485934.0,64.0,60.6,51.0,49.6,233.0,227.0,445.0,448.0,50.0,1876.8
2024-05-03 06:05:00,120.5,24.93,493572.0,60.4,61.8,51.8,53.7,253.0,249.0,431.0,430.0,50.0,1864.6
2024-05-03 06:06:00,122.7,24.1,462636.0,63.0,64.6,49.5,53.3,248.0,247.0,423.0,437.0,50.0,1908.6
2024-05-03 06:07:00,121.9,21.17,491780.0,61.9,61.3,48.5,52.6,255.0,261.0,425.0,434.0,50.0,1832.0
2024-05-03 06:08:00,121.5,23.57,482038.0,62.0,62.0,49.9,52.8,258.0,249.0,457.0,427.0,50.0,1852.3
2024-05-03 06:09:00,122.9,18.36,485121.0,67.1,61.7,49.8,51.0,263.0,256.0,445.0,453.0,49.6,1877.1
2024-05-03 06:10:00,123.0,24.51,475058.0,64.7,60.9,56.7,49.1,254.0,270.0,444.0,428.0,50.0,1880.4
2024-05-03 06:11:00,121.1,23.75,475690.0,64.3,64.7,55.8,52.7,243.0,247.0,451.0,432.0,50.0,1959.6
2024-05-03 06:12:00,120.6,24.6,485687.0,63.3,59.5,55.7,51.0,249.0,265.0,437.0,437.0,50.0,1866.2
2024-05-03 06:13:00,119.9,25.65,500898.0,60.8,62.0,49.5,53.1,275.0,249.0,456.0,432.0,50.0,1827.0
2024-05-03 06:14:00,121.9,23.92,489892.0,62.7,60.5,55.4,51.3,259.0,241.0,437.0,443.0,49.87,1875.4
2024-05-03 06:15:00,119.7,23.37,492035.0,63.4,63.3,50.5,53.6,248.0,246.0,402.0,417.0,49.99,1905.0
2024-05-03 06:16:00,122.0,20.8,480419.0,62.6,62.5,55.2,54.0,245.0,241.0,459.0,429.0,50.0,1928.2
2024-05-03 06:17:00,123.6,21.22,477198.0,62.4,64.6,52.8,53.8,240.0,241.0,404.0,431.0,50.0,1941.5
2024-05-03 06:18:00,121.3,25.97,475798.0,61.4,63.7,49.9,54.4,233.0,240.0,437.0,429.0,50.0,1910.0
2024-05-03 06:19:00,121.0,26.6,478182.0,62.7,62.3,55.2,51.9,268.0,243.0,449.0,456.0,50.0,1878.1
2024-05-03 06:20:00,124.8,22.41,465710.0,61.1,63.7,55.1,53.9,253.0,256.0,412.0,434.0,49.4,1919.2
2024-05-03 06:21:00,124.0,23.12,476377.0,63.6,63.8,49.8,51.2,232.0,227.0,438.0,434.0,50.0,1915.8
2024-05-03 06:22:00,120.6,20.74,477738.0,58.1,60.3,52.6,50.8,246.0,251.0,438.0,442.0,50.0,1804.7
2024-05-03 06:23:00,122.0,25.94,480862.0,64.9,63.7,48.0,52.1,262.0,249.0,451.0,452.0,50.0,1870.9
2024-05-03 06:24:00,122.2,24.67,483363.0,59.5,62.8,51.1,54.5,242.0,264.0,446.0,432.0,50.0,1858.5
2024-05-03 06:25:00,122.0,27.86,485252.0,60.0,63.1,51.1,51.5,237.0,243.0,424.0,443.0,,1861.5
2024-05-03 06:26:00,124.4,20.81,482276.0,63.0,61.3,51.1,53.7,251.0,261.0,432.0,424.0,49.95,1871.3
2024-05-03 06:27:00,121.9,22.06,477788.0,63.2,60.4,55.1,49.9,255.0,237.0,427.0,444.0,49.78,1873.8
2024-05-03 06:28:00,122.1,23.59,466776.0,66.3,60.1,49.2,48.2,242.0,242.0,418.0,439.0,49.68,1854.6
2024-05-03 06:29:00,122.7,24.63,477924.0,62.7,55.3,51.5,50.9,240.0,252.0,432.0,427.0,49.67,1812.0
2024-05-03 06:30:00,123.5,22.47,474790.0,62.1,60.7,53.4,51.8,253.0,254.0,458.0,419.0,50.0,1866.9
2024-05-03 06:31:00,123.1,20.83,486341.0,62.5,67.0,49.3,53.9,234.0,244.0,445.0,454.0,50.0,1945.0
2024-05-03 06:32:00,122.5,25.22,489930.0,65.3,63.8,50.1,51.4,241.0,250.0,445.0,451.0,50.0,1903.3
2024-05-03 06:33:00,119.3,24.82,490207.0,67.0,62.8,54.1,55.1,246.0,245.0,425.0,446.0,49.87,1973.8
2024-05-03 06:34:00,120.9,20.72,488796.0,61.8,64.1,54.6,52.9,256.0,257.0,417.0,455.0,50.0,1909.2
2024-05-03 06:35:00,122.9,26.4,481715.0,63.2,61.6,51.0,51.4,242.0,245.0,447.0,446.0,49.54,1865.7
2024-05-03 06:36:00,122.0,25.94,478650.0,62.0,61.3,53.6,52.4,254.0,244.0,452.0,429.0,49.99,1886.4
2024-05-03 06:37:00,122.9,23.35,476892.0,61.9,61.5,55.0,49.8,261.0,259.0,442.0,442.0,49.87,1851.7
2024-05-03 06:38:00,124.5,23.22,470851.0,65.9,60.7,51.1,51.5,241.0,250.0,449.0,458.0,50.0,1870.4
2024-05-03 06:39:00,119.9,24.4,490888.0,60.3,60.8,53.5,51.5,286.0,255.0,436.0,433.0,49.9,1805.2
2024-05-03 06:40:00,123.3,20.87,481597.0,57.4,62.1,51.1,52.3,264.0,277.0,441.0,436.0,49.76,1778.3
2024-05-03 06:41:00,121.1,23.1,473066.0,62.7,62.2,49.2,51.3,250.0,223.0,431.0,445.0,50.0,1867.5
2024-05-03 06:42:00,123.0,18.0,476467.0,64.5,64.8,51.9,52.8,245.0,235.0,445.0,458.0,50.0,1935.7
2024-05-03 06:43:00,121.5,25.21,476185.0,62.5,64.2,51.4,48.7,241.0,236.0,438.0,448.0,49.4,1873.9
2024-05-03 06:44:00,124.8,19.12,483506.0,63.1,59.1,50.0,54.1,267.0,237.0,447.0,430.0,49.8,1848.6
2024-05-03 06:45:00,121.8,26.78,491744.0,63.6,61.5,51.2,51.9,250.0,264.0,449.0,441.0,50.0,1838.3
2024-05-03 06:46:00,120.6,22.2,480461.0,62.3,59.9,51.4,53.4,230.0,215.0,436.0,441.0,49.49,1908.1
2024-05-03 06:47:00,122.2,22.5,465266.0,63.2,56.9,52.5,54.0,227.0,253.0,446.0,448.0,50.0,1865.9
2024-05-03 06:48:00,122.0,21.46,481814.0,63.2,62.3,54.0,52.3,249.0,229.0,432.0,424.0,50.0,1930.3
2024-05-03 06:49:00,123.3,22.31,482119.0,58.2,63.2,54.0,53.6,249.0,248.0,462.0,424.0,49.65,1877.9
2024-05-03 06:50:00,122.2,26.58,481611.0,62.3,62.2,51.7,52.6,236.0,250.0,457.0,439.0,49.61,1891.8
2024-05-03 06:51:00,125.2,18.0,478431.0,58.9,63.0,50.8,52.5,229.0,258.0,444.0,440.0,50.0,1851.5
2024-05-03 06:52:00,121.4,26.23,485231.0,62.0,61.4,54.6,50.9,224.0,244.0,431.0,430.0,49.86,1910.9
2024-05-03 06:53:00,121.4,23.88,484061.0,61.1,60.0,51.7,54.3,238.0,245.0,443.0,441.0,50.0,1873.1
2024-05-03 06:54:00,120.6,20.02,483374.0,64.1,61.3,50.7,52.1,243.0,223.0,426.0,440.0,49.96,1911.2
2024-05-03 06:55:00,121.6,20.35,486914.0,62.6,64.8,52.2,54.7,256.0,275.0,445.0,462.0,50.0,1896.5
2024-05-03 06:56:00,121.8,27.23,480215.0,63.0,62.8,48.2,49.7,246.0,251.0,415.0,435.0,50.0,1845.8
2024-05-03 06:57:00,121.9,20.68,479801.0,61.7,59.0,51.0,50.7,260.0,253.0,427.0,426.0,49.82,1795.1
2024-05-03 06:58:00,121.6,20.16,494775.0,64.2,62.3,50.8,49.7,255.0,260.0,445.0,458.0,50.0,1832.7
2024-05-03 06:59:00,120.6,25.89,488249.0,58.9,64.6,50.3,54.1,253.0,246.0,457.0,434.0,50.0,1863.2
2024-05-03 07:00:00,120.1,23.89,490429.0,60.3,63.6,52.7,53.1,259.0,252.0,445.0,445.0,49.91,1869.6
2024-05-03 07:01:00,120.9,20.7,493662.0,64.6,64.6,54.0,48.8,231.0,256.0,436.0,454.0,49.94,1926.6
2024-05-03 07:02:00,123.2,23.59,488101.0,61.2,59.1,55.3,50.2,241.0,230.0,429.0,461.0,49.8,1866.1
2024-05-03 07:03:00,123.5,20.49,491360.0,57.8,62.3,50.9,49.6,276.0,254.0,434.0,442.0,50.0,1768.7
2024-05-03 07:04:00,121.3,25.8,471337.0,64.9,61.3,51.3,53.9,224.0,272.0,419.0,426.0,49.94,1917.0
2024-05-03 07:05:00,120.0,25.71,485645.0,64.2,63.2,50.5,54.3,244.0,268.0,436.0,445.0,50.0,1892.5
2024-05-03 07:06:00,121.3,24.39,482589.0,63.5,60.3,53.0,51.0,253.0,266.0,467.0,439.0,50.0,1843.6
2024-05-03 07:07:00,124.5,23.96,497511.0,62.2,60.3,48.2,47.8,225.0,270.0,442.0,428.0,49.93,1789.5
2024-05-03 07:08:00,122.9,27.46,491550.0,65.3,62.0,51.1,47.9,238.0,232.0,445.0,452.0,50.0,1875.9
2024-05-03 07:09:00,122.2,23.06,479124.0,64.5,60.2,52.5,54.5,271.0,241.0,418.0,451.0,50.0,1889.5
2024-05-03 07:10:00,122.8,20.11,487188.0,65.1,62.5,50.6,54.4,249.0,236.0,457.0,457.0,50.0,1917.0
2024-05-03 07:11:00,123.7,24.19,485586.0,63.4,57.9,51.0,55.0,240.0,289.0,459.0,443.0,49.66,1835.4
2024-05-03 07:12:00,119.6,28.28,487918.0,62.3,64.4,53.9,51.6,250.0,250.0,443.0,420.0,50.0,1916.9
2024-05-03 07:13:00,120.8,20.53,476171.0,61.2,56.4,51.8,47.8,240.0,230.0,448.0,463.0,50.0,1768.8
2024-05-03 07:14:00,120.6,22.17,487240.0,59.5,63.8,54.3,52.9,268.0,234.0,432.0,424.0,49.88,1888.4
2024-05-03 07:15:00,122.2,24.11,482573.0,63.0,60.8,55.2,50.9,235.0,249.0,437.0,430.0,49.96,1895.4
2024-05-03 07:16:00,121.6,22.94,486696.0,63.2,59.1,52.9,55.4,241.0,231.0,473.0,434.0,49.98,1909.7
2024-05-03 07:17:00,122.5,20.62,478679.0,61.3,62.3,51.3,53.3,229.0,270.0,435.0,448.0,50.0,1864.1
2024-05-03 07:18:00,120.6,25.88,479831.0,63.2,63.8,55.0,52.3,244.0,257.0,462.0,437.0,50.0,1922.0
2024-05-03 07:19:00,123.4,28.88,493940.0,61.3,64.3,46.8,51.1,245.0,251.0,465.0,448.0,49.86,1812.2
2024-05-03 07:20:00,121.2,23.57,476175.0,63.7,64.2,48.8,54.6,262.0,235.0,446.0,427.0,50.0,1913.6
2024-05-03 07:21:00,122.3,20.82,476802.0,60.2,60.3,53.4,50.5,235.0,232.0,439.0,438.0,50.0,1861.9
2024-05-03 07:22:00,123.1,19.21,484249.0,59.9,62.4,56.8,49.1,253.0,252.0,425.0,451.0,50.0,1864.5
2024-05-03 07:23:00,123.0,23.73,478524.0,61.5,58.4,53.2,52.0,248.0,249.0,447.0,454.0,50.0,1831.8
2024-05-03 07:24:00,121.8,25.85,477656.0,63.6,62.1,52.3,54.1,225.0,232.0,441.0,450.0,50.0,1947.3
2024-05-03 07:25:00,122.5,24.28,485614.0,59.7,62.6,50.9,55.2,239.0,247.0,439.0,446.0,50.0,1875.1
2024-05-03 07:26:00,123.9,23.09,472769.0,64.1,61.2,53.0,48.7,238.0,247.0,435.0,433.0,50.0,1874.7
2024-05-03 07:27:00,122.0,21.62,476783.0,58.7,58.3,54.2,54.4,268.0,256.0,444.0,431.0,49.83,1821.0
2024-05-03 07:28:00,120.1,20.37,501316.0,61.5,60.8,53.4,51.8,254.0,273.0,446.0,450.0,49.9,1823.5
2024-05-03 07:29:00,122.1,25.19,488596.0,59.1,65.8,52.0,53.5,249.0,222.0,440.0,442.0,50.0,1909.5
2024-05-03 07:30:00,121.2,25.39,478984.0,56.7,62.7,53.9,49.0,196.0,257.0,455.0,430.0,49.61,1868.2
2024-05-03 07:31:00,117.7,19.24,488338.0,62.7,61.0,52.5,51.1,225.0,239.0,440.0,451.0,50.0,1886.3
2024-05-03 07:32:00,121.9,27.08,489567.0,61.6,61.6,52.9,53.2,256.0,253.0,439.0,434.0,50.0,1863.1
2024-05-03 07:33:00,121.4,24.55,493020.0,59.2,62.7,53.8,51.9,257.0,249.0,427.0,457.0,50.0,1859.5
2024-05-03 07:34:00,122.9,26.61,484083.0,60.9,58.8,50.0,51.6,239.0,253.0,438.0,435.0,50.0,1798.9
2024-05-03 07:35:00,120.1,19.76,492948.0,62.8,58.9,51.8,51.2,248.0,233.0,440.0,433.0,50.0,1854.0
2024-05-03 07:36:00,118.9,19.7,468864.0,61.2,60.5,52.1,51.9,247.0,259.0,411.0,434.0,50.0,1846.4
2024-05-03 07:37:00,121.4,22.75,476757.0,61.5,60.9,49.5,51.9,250.0,248.0,447.0,437.0,49.95,1824.6
2024-05-03 07:38:00,121.7,24.38,486554.0,61.1,65.5,49.7,49.6,243.0,264.0,452.0,448.0,49.99,1840.4
2024-05-03 07:39:00,121.3,27.62,487915.0,60.8,62.1,50.6,50.8,257.0,267.0,467.0,439.0,50.0,1797.4
2024-05-03 07:40:00,121.2,24.89,478019.0,60.7,60.9,54.0,53.1,261.0,250.0,430.0,460.0,50.0,1857.2
2024-05-03 07:41:00,119.5,22.52,487424.0,60.7,62.0,51.5,51.6,236.0,259.0,439.0,440.0,50.0,1853.2
2024-05-03 07:42:00,120.9,20.57,480393.0,60.4,57.9,52.1,52.9,233.0,258.0,446.0,428.0,49.79,1825.1
2024-05-03 07:43:00,120.6,26.21,483203.0,59.9,60.1,52.5,51.5,238.0,264.0,440.0,443.0,50.0,1817.7
2024-05-03 07:44:00,122.7,20.73,493651.0,61.1,60.4,53.1,50.7,248.0,263.0,432.0,465.0,49.68,1831.6
2024-05-03 07:45:00,121.7,27.21,492759.0,60.6,59.9,52.9,53.9,252.0,234.0,423.0,441.0,50.0,1868.6
2024-05-03 07:46:00,120.7,22.43,477546.0,59.8,64.4,52.0,53.2,257.0,251.0,442.0,420.0,50.0,1873.4
2024-05-03 07:47:00,123.7,27.12,477098.0,63.4,63.2,51.6,51.7,259.0,231.0,456.0,430.0,50.0,1898.0
2024-05-03 07:48:00,120.7,24.85,482301.0,64.4,59.5,54.1,53.4,252.0,241.0,441.0,445.0,50.0,1894.7
2024-05-03 07:49:00,121.9,22.81,485411.0,61.9,59.4,50.9,53.1,250.0,242.0,440.0,418.0,49.61,1858.8
2024-05-03 07:50:00,120.8,21.86,480395.0,62.0,59.4,54.6,50.7,267.0,255.0,445.0,460.0,50.0,1828.6
2024-05-03 07:51:00,123.5,22.3,494018.0,60.5,61.5,50.7,52.2,248.0,245.0,450.0,436.0,50.0,1837.0
2024-05-03 07:52:00,121.2,24.23,488505.0,64.0,62.3,51.3,52.6,255.0,246.0,445.0,406.0,49.97,1889.0
2024-05-03 07:53:00,121.2,23.36,489009.0,65.4,62.7,53.3,52.8,251.0,260.0,426.0,470.0,49.9,1913.5
2024-05-03 07:54:00,120.8,21.68,475661.0,61.5,59.8,56.6,55.4,245.0,258.0,446.0,459.0,50.0,1900.5
2024-05-03 07:55:00,121.3,22.75,495165.0,60.8,61.5,48.0,53.2,246.0,251.0,433.0,434.0,50.0,1823.1
2024-05-03 07:56:00,122.8,23.37,463299.0,62.6,61.8,53.6,53.2,263.0,257.0,432.0,430.0,49.87,1885.4
2024-05-03 07:57:00,122.3,18.0,492565.0,62.1,64.3,52.8,49.7,246.0,255.0,428.0,440.0,50.0,1879.9
2024-05-03 07:58:00,121.1,24.32,493401.0,60.9,63.4,51.0,57.2,243.0,271.0,440.0,461.0,49.97,1888.8
2024-05-03 07:59:00,123.6,20.73,482500.0,62.8,59.0,52.6,49.3,239.0,245.0,434.0,441.0,50.0,1837.3
2024-05-03 08:00:00,122.3,20.3,496175.0,63.7,58.1,49.5,50.8,253.0,239.0,437.0,424.0,50.0,1819.9
2024-05-03 08:01:00,120.3,18.97,485520.0,60.3,61.6,50.3,50.8,241.0,250.0,429.0,456.0,50.0,1832.7
2024-05-03 08:02:00,118.9,18.7,486556.0,66.9,60.6,52.7,51.2,252.0,236.0,452.0,447.0,49.68,1911.6
2024-05-03 08:03:00,120.4,19.8,488805.0,58.8,59.9,49.8,50.1,250.0,243.0,436.0,424.0,49.89,1780.4
2024-05-03 08:04:00,121.6,21.42,511614.0,60.1,60.3,52.2,48.6,242.0,253.0,432.0,433.0,49.96,1806.5
2024-05-03 08:05:00,121.9,28.08,496909.0,62.3,63.0,50.5,54.2,231.0,242.0,421.0,439.0,49.75,1919.6
2024-05-03 08:06:00,123.0,21.89,491795.0,66.3,58.8,51.0,50.8,235.0,245.0,461.0,439.0,49.8,1882.1
2024-05-03 08:07:00,119.3,23.65,478915.0,60.7,65.5,54.0,47.6,237.0,244.0,422.0,452.0,49.73,1879.6
2024-05-03 08:08:00,120.3,24.21,487398.0,59.7,60.4,49.5,51.3,236.0,242.0,444.0,454.0,50.0,1807.4
2024-05-03 08:09:00,119.2,23.54,479776.0,62.9,63.1,51.8,52.7,253.0,234.0,449.0,446.0,50.0,1897.8
2024-05-03 08:10:00,118.9,23.02,492889.0,61.3,60.5,52.8,48.7,273.0,260.0,436.0,454.0,50.0,1791.9
2024-05-03 08:11:00,120.0,20.23,487467.0,63.1,58.8,52.4,53.1,242.0,264.0,446.0,447.0,50.0,1852.6
2024-05-03 08:12:00,121.5,26.85,477379.0,61.7,61.5,50.7,52.5,243.0,259.0,447.0,429.0,49.51,1838.5
2024-05-03 08:13:00,122.1,27.74,487055.0,60.1,59.3,52.6,50.1,241.0,259.0,451.0,442.0,50.0,1804.9
2024-05-03 08:14:00,119.5,19.02,479642.0,66.5,62.1,49.8,52.4,258.0,243.0,448.0,435.0,50.0,1891.6
2024-05-03 08:15:00,119.7,20.67,487678.0,55.9,61.8,50.9,55.1,253.0,250.0,437.0,455.0,49.72,1817.9
2024-05-03 08:16:00,118.2,22.54,479626.0,65.4,60.4,55.0,52.0,247.0,238.0,436.0,433.0,49.74,1920.7
2024-05-03 08:17:00,121.2,20.83,486749.0,63.7,62.1,53.1,50.9,233.0,246.0,466.0,445.0,50.0,1899.1
2024-05-03 08:18:00,119.8,24.51,492564.0,60.3,63.9,51.9,50.2,236.0,247.0,454.0,434.0,50.0,1869.0
2024-05-03 08:19:00,123.3,21.42,486166.0,65.5,61.6,52.8,55.5,250.0,231.0,433.0,422.0,50.0,1955.6
